from,to,weight,relation
Neuer,Weidenfeller,0,no
Neuer,Zieler,0,no
Neuer,Boateng,3,yes
Neuer,Durm,0,no
Neuer,Ginter,0,no
Neuer,Grosskreutz,0,no
Neuer,Hoewedes,4,no
Neuer,Hummels,0,no
Neuer,Lahm,3,yes
Neuer,Mertesacker,0,no
Neuer,Mustafi,0,no
Neuer,Draxler,1,no
Neuer,Goetze,1,yes
Neuer,Khedira,0,no
Neuer,Kramer,0,no
Neuer,Kroos,3,yes
Neuer,Oezil,1,no
Neuer,Podolski,0,no
Neuer,Schuerrle,0,no
Neuer,Schweinsteiger,3,yes
Neuer,Klose,0,no
Neuer,Mueller ,3,yes
Weidenfeller,Zieler,0,no
Weidenfeller,Boateng,0,no
Weidenfeller,Durm,1,yes
Weidenfeller,Ginter,0,no
Weidenfeller,Grosskreutz,5,yes
Weidenfeller,Hoewedes,0,no
Weidenfeller,Hummels,5,yes
Weidenfeller,Lahm,0,no
Weidenfeller,Mertesacker,0,no
Weidenfeller,Mustafi,0,no
Weidenfeller,Draxler,0,no
Weidenfeller,Goetze,3,no
Weidenfeller,Khedira,0,no
Weidenfeller,Kramer,0,no
Weidenfeller,Kroos,0,no
Weidenfeller,Oezil,0,no
Weidenfeller,Podolski,0,no
Weidenfeller,Schuerrle,0,no
Weidenfeller,Schweinsteiger,0,no
Weidenfeller,Klose,2,no
Weidenfeller,Mueller ,0,no
Zieler,Boateng,0,no
Zieler,Durm,0,no
Zieler,Ginter,0,no
Zieler,Grosskreutz,0,no
Zieler,Hoewedes,0,no
Zieler,Hummels,0,no
Zieler,Lahm,0,no
Zieler,Mertesacker,0,no
Zieler,Mustafi,0,no
Zieler,Draxler,0,no
Zieler,Goetze,0,no
Zieler,Khedira,0,no
Zieler,Kramer,0,no
Zieler,Kroos,0,no
Zieler,Oezil,0,no
Zieler,Podolski,0,no
Zieler,Schuerrle,0,no
Zieler,Schweinsteiger,0,no
Zieler,Klose,0,no
Zieler,Mueller ,0,no
Boateng,Durm,0,no
Boateng,Ginter,0,no
Boateng,Grosskreutz,0,no
Boateng,Hoewedes,0,no
Boateng,Hummels,0,no
Boateng,Lahm,3,yes
Boateng,Mertesacker,0,no
Boateng,Mustafi,0,no
Boateng,Draxler,0,no
Boateng,Goetze,1,yes
Boateng,Khedira,0,no
Boateng,Kramer,0,no
Boateng,Kroos,3,yes
Boateng,Oezil,0,no
Boateng,Podolski,0,no
Boateng,Schuerrle,0,no
Boateng,Schweinsteiger,3,yes
Boateng,Klose,0,no
Boateng,Mueller ,3,yes
Durm,Ginter,0,no
Durm,Grosskreutz,1,yes
Durm,Hoewedes,0,no
Durm,Hummels,1,yes
Durm,Lahm,0,no
Durm,Mertesacker,0,no
Durm,Mustafi,0,no
Durm,Draxler,0,no
Durm,Goetze,0,no
Durm,Khedira,0,no
Durm,Kramer,0,no
Durm,Kroos,0,no
Durm,Oezil,0,no
Durm,Podolski,0,no
Durm,Schuerrle,0,no
Durm,Schweinsteiger,0,no
Durm,Klose,0,no
Durm,Mueller ,0,no
Ginter,Grosskreutz,0,no
Ginter,Hoewedes,0,no
Ginter,Hummels,0,no
Ginter,Lahm,0,no
Ginter,Mertesacker,0,no
Ginter,Mustafi,0,no
Ginter,Draxler,0,no
Ginter,Goetze,0,no
Ginter,Khedira,0,no
Ginter,Kramer,0,no
Ginter,Kroos,0,no
Ginter,Oezil,0,no
Ginter,Podolski,0,no
Ginter,Schuerrle,0,no
Ginter,Schweinsteiger,0,no
Ginter,Klose,0,no
Ginter,Mueller ,0,no
Grosskreutz,Hoewedes,0,no
Grosskreutz,Hummels,5,yes
Grosskreutz,Lahm,0,no
Grosskreutz,Mertesacker,0,no
Grosskreutz,Mustafi,0,no
Grosskreutz,Draxler,0,no
Grosskreutz,Goetze,3,no
Grosskreutz,Khedira,0,no
Grosskreutz,Kramer,0,no
Grosskreutz,Kroos,0,no
Grosskreutz,Oezil,0,no
Grosskreutz,Podolski,0,no
Grosskreutz,Schuerrle,0,no
Grosskreutz,Schweinsteiger,0,no
Grosskreutz,Klose,0,no
Grosskreutz,Mueller ,0,no
Hoewedes,Hummels,0,no
Hoewedes,Lahm,0,no
Hoewedes,Mertesacker,0,no
Hoewedes,Mustafi,0,no
Hoewedes,Draxler,4,yes
Hoewedes,Goetze,0,no
Hoewedes,Khedira,0,no
Hoewedes,Kramer,0,no
Hoewedes,Kroos,0,no
Hoewedes,Oezil,0,no
Hoewedes,Podolski,0,no
Hoewedes,Schuerrle,0,no
Hoewedes,Schweinsteiger,0,no
Hoewedes,Klose,0,no
Hoewedes,Mueller ,0,no
Hummels,Lahm,2,no
Hummels,Mertesacker,0,no
Hummels,Mustafi,0,no
Hummels,Draxler,0,no
Hummels,Goetze,3,no
Hummels,Khedira,0,no
Hummels,Kramer,0,no
Hummels,Kroos,0,no
Hummels,Oezil,0,no
Hummels,Podolski,0,no
Hummels,Schuerrle,0,no
Hummels,Schweinsteiger,2,no
Hummels,Klose,1,no
Hummels,Mueller ,0,no
Lahm,Mertesacker,0,no
Lahm,Mustafi,0,no
Lahm,Draxler,0,no
Lahm,Goetze,1,yes
Lahm,Khedira,0,no
Lahm,Kramer,0,no
Lahm,Kroos,6,yes
Lahm,Oezil,0,no
Lahm,Podolski,0,no
Lahm,Schuerrle,0,no
Lahm,Schweinsteiger,11,yes
Lahm,Klose,3,no
Lahm,Mueller ,5,yes
Mertesacker,Mustafi,0,no
Mertesacker,Draxler,0,no
Mertesacker,Goetze,0,no
Mertesacker,Khedira,0,no
Mertesacker,Kramer,0,no
Mertesacker,Kroos,0,no
Mertesacker,Oezil,4,yes
Mertesacker,Podolski,2,yes
Mertesacker,Schuerrle,0,no
Mertesacker,Schweinsteiger,0,no
Mertesacker,Klose,1,no
Mertesacker,Mueller ,0,no
Mustafi,Draxler,0,no
Mustafi,Goetze,0,no
Mustafi,Khedira,0,no
Mustafi,Kramer,0,no
Mustafi,Kroos,0,no
Mustafi,Oezil,0,no
Mustafi,Podolski,0,no
Mustafi,Schuerrle,0,no
Mustafi,Schweinsteiger,0,no
Mustafi,Klose,0,no
Mustafi,Mueller ,0,no
Draxler,Goetze,0,no
Draxler,Khedira,0,no
Draxler,Kramer,0,no
Draxler,Kroos,0,no
Draxler,Oezil,0,no
Draxler,Podolski,0,no
Draxler,Schuerrle,0,no
Draxler,Schweinsteiger,0,no
Draxler,Klose,0,no
Draxler,Mueller ,0,no
Goetze,Khedira,0,no
Goetze,Kramer,0,no
Goetze,Kroos,1,yes
Goetze,Oezil,0,no
Goetze,Podolski,0,no
Goetze,Schuerrle,0,no
Goetze,Schweinsteiger,1,yes
Goetze,Klose,0,no
Goetze,Mueller ,1,yes
Khedira,Kramer,0,no
Khedira,Kroos,0,no
Khedira,Oezil,3,no
Khedira,Podolski,0,no
Khedira,Schuerrle,0,no
Khedira,Schweinsteiger,0,no
Khedira,Klose,0,no
Khedira,Mueller ,0,no
Kramer,Kroos,0,no
Kramer,Oezil,0,no
Kramer,Podolski,0,no
Kramer,Schuerrle,2,no
Kramer,Schweinsteiger,0,no
Kramer,Klose,0,no
Kramer,Mueller ,0,no
Kroos,Oezil,0,no
Kroos,Podolski,0,no
Kroos,Schuerrle,0,no
Kroos,Schweinsteiger,6,yes
Kroos,Klose,0,no
Kroos,Mueller ,5,yes
Oezil,Podolski,1,yes
Oezil,Schuerrle,0,no
Oezil,Schweinsteiger,0,no
Oezil,Klose,0,no
Oezil,Mueller ,0,no
Podolski,Schuerrle,0,no
Podolski,Schweinsteiger,2,no
Podolski,Klose,2,no
Podolski,Mueller ,0,no
Schuerrle,Schweinsteiger,0,no
Schuerrle,Klose,0,no
Schuerrle,Mueller ,0,no
Schweinsteiger,Klose,3,no
Schweinsteiger,Mueller ,5,yes
Klose,Mueller ,1,no
